comment,identity_attack,insult,obscene,severe_toxicity,sexual_explicit,threat,toxicity
Yetimlər türmədə yatanlar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vay vay  hara edib görən?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
İnsanların üzərində partlayıb boyy ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agilsiz dediyin neyse,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Ara yerdə çjoy paxmel getdim er,0.0,0.0,1.0,0.0,0.0,0.0,1.0
müsəlmanlar onsuz qiyaməti görməyəcək qiyamət kafirlərin üzərinə qopacağ,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Etiraz elemediler ki keyfiyyətsiz binalardan o qeder millet oldu,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Elin qurusun,0.0,1.0,0.0,0.0,0.0,0.0,1.0
o toppuş uşag kimdi),0.0,1.0,0.0,0.0,0.0,0.0,1.0
Allah bilir yene ne gic gici film cekirler,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Kimin bacısıdı altımda,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Səncə günahsızdır? Süleyman hilal esed yaz gör nə qədər cinayət törədib. Dədəsidə suriyadakı erməniləri müdafiə eliyəndə 2014 də gəbərib,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Bu fikri yenədə dini liderin deyil bu fikri səfir deyib və rəsmi sayılmadı. Rəsmi şəxslər tərəfindən deyilən sözlər qəbul olunmur.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
təsdiqləndi evə maşınla gedir it ölər o ölməz)),0.0,1.0,0.0,0.0,0.0,0.0,1.0
Düşüncəsiz danışmayın nə etməlidiki maşınə sürür üsdlərinə yenə dayanmırlar siz olsaz nə edırsiz,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Yazın anamı bacımı atım,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Belə cixir suryalilardi terrorçu?,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Veziyyet ortadadir.Balina oturub canli yayimda basqa qadinlarla çene vurur.Oz qadinida oturub kenarda aglayir,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Təşəkkür edirəm bu gözəlliyi paylaşdığınız üçün,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Off kimin anasdi bu,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Kesin başını qoyun tərəziyə ,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Ora gedənlər elə ağıllı insanlardı sizin kimi savadsızlar orda işi yoxdur onsuz,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Ona görə 2 saatdı yolda gözüm çıxır,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nus olsun mene niye xeber elemirsen bes tek yeyirsen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahaaaa,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Çəkdiyinə gedib qolunu qırasan bunun,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Yoo sen demedine onu deyiremki yani sence subheli deyilde?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 kvotani kecdi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ne xesdeliyi tutdurmusuz xəstəliy elede qewey bawi iwdir ailəsini kesecesey qədər özündədir siz onun yanindasizsa dimey onunla eyni agilda siz mən o qədər elə weyler gormuwem heç bilirsiz nə oxuyuram nedi sənetim gəlib burda qatilə yandawliq etməyin wexside heç bir sualım ola bilməz çünki qatilin yanında duran insanla mən heç bir hüquqi söhbətim ola bilməz..siz qatilin yanında durmağa devam edun wizofreniya deil o agli bawinda qatildi bu qeder.....,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Yəni Qarabağ 3-1 uduzur,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pesilər yazın sikim arvadıvızı,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Kakoy Cahan?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amerika bir iki sanksiya qoyanda sakitlesecekler,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mənə dünənnən 2 dəfə gəlib,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooo super),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basin burax onda,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Ellerin qurusun sağ olmamış nece vurur usaqdi axi heyvan desem heyvanlar bunan yaxsidi,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Yo Hansi qowuna duwduyumuz bilinir,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bu qrupda yemek çeşidleri çox)))))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukraynanın etdiyi cavab idi dünənki raket hücumuna.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erməniylə birbaşa və ya dolayısı yolla müsbət əlaqədə olan hər kəsdən zəhləm gedir,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Neçə km məsafə var,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salam hamiya Qerman yaqodka adli mexluk vare Azerbaycanilari soyub soram bizim igifler ona izah edibler kimlerdi Azerbaycanilar o video kimde var?,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Təkrar olsa yazaram,minnətdaram.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoxx qetiyen sen etmezsen ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Piss,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Gönder gitsin ler,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Tüpürəsən üzünə,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"Prosta bu felestin buverebler kimi men mundar sherefsiz exlaqsiz bi qeyret shexsiyetsiz milet gormemishem ,",1.0,1.0,1.0,0.0,0.0,0.0,1.0
Onun kimi yerliye ne deyim,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Yalansa seni qutabsiz qalasan)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOGS airdropu hamiya pul payladi demek olarki.Ondan sonra coxlu scam airdroplar cixdi.Bele saglam ve proyekti olan airdropa qosulmaq ucun biodaki linke daxil olun.(Ilk once telegramda kullanici adiniz olmalidi),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oyyy hitler,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Bax əziz qardaş. Əyər o qız sənin deyilsə qətiyyən mübarizə aparmağa dəyməz. çün ki insan öz ruhuna öz kişiliyinə xəyanət eləmiş olur.,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Dıkşın dıkşın,0.0,0.0,1.0,0.0,0.0,0.0,1.0
səff fikrim yoxdu get özündə axdar səhfi,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Erməninin Türkiyə türklərinə zamanında etdiklərini nəzərə alın Azərbaycanı yox),1.0,0.0,0.0,0.0,0.0,0.0,1.0
onsuz hele duzəlməmjsən)))) yoxla,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Gecəniz xeyrə qalsın gənclər️,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2ci həyatı necə yaradırlar elə bir şey mümkün deyil ancaq dini nağıllarda var belə birşey,doğulmamışdan əvvəl necə idisə öləndən sonrada o olacaq,deyək ki,2ci həyat var düşmüsən cənnətə istədiyini edirsən həyatın sonsuzdu bunu düşünmək belə insanı dəli edər sonsuzluq",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oğraşdar 6 dəqiqə artır bakıdada qol vurdular burdada,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Biri moruguma bir şey edə ha onu sednayadakı cəzadan artıgını yaşadaram,0.0,0.0,0.0,0.0,0.0,1.0,1.0
sənnən burda söhbət edən mənəm sən niyə? o ekisperti sıtart gətirirsən? məqsədin nədi sənin,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Rusiyanın işi idi bu atəş erməni sərhədini rus qoruyur. Yalandan günah keçisi fransızları elədilər.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
İçimə damıb 2-0 udacağıq,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salam Her kese Meslehet biliremki baxmiyanlar baxmasin Admın pisxolgiyasini pozurr Hər an admin gözün qabağna gelirr Səs adamn qulağindan getmirr. Baxmaynlar heç baxmasn Kaşki heç mende baxmazdm.-,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artığ söhbətləri yığışdırın!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Onu asacaqlar şərəfsizin,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Ayda hahahahhahah ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ərəblər kimi 2-ci şərəfsiz, dostunu satan, millət tanımıram. Azərbaycanda, Türkiyədə etdikləri buna sübutdur",1.0,1.0,0.0,0.0,0.0,0.0,1.0
Şeker xestesi olacam deqiq,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bu tost 100 dollar qoyub qosulanlardi? Nedi bilmirem ammma etrafimda coox adam 100 dollar qoyub neyese qosulub guya o 100 dollarda 700 olub ve sistem indi cokub.Bur evde 10 tel qosulublar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zibil yığını,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Valla Qardaş mümkün olsa ömürlük həbs edilsinlər .cəmiyyətə nöqsandılar belə şəxslər,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Rusiya ve iranin zeiflemesi hetda cokmesi bizim xeyrimizedi 2 side qafqazi esasende aze torpaqlarini istyir,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"Bəzi ""aftafalar"" xaric",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dəhşətə gəldim belə şərəfsiz edam olunmalıdır,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Dermana bir yōnnusu qalmayibki xarabada haminin bawi qacib,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"İndi deyəcəm zor eləyib vurub, iransever çıxacam",0.0,1.0,1.0,0.0,0.0,0.0,1.0
Senin meden bir gün səni məhkəməye verecek)))),0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Elə qorxum odu ki, gələn dəfə bir o qol olmamağın heyfini çəkərik",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bu nə durusdu ala,0.0,0.0,1.0,0.0,0.0,0.0,1.0
İstedim yeyim qutardi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yaxşılıqdı qadanalım yaxşı olasan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bəli, düşüncəsiz adamlardı",0.0,1.0,0.0,0.0,0.0,0.0,1.0
Stadionu görsənnn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qayıtmaz olsunlar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
He qardas Qarabag ermenileri en mundari imis biri yazibki muharibe bitsin oglanlarimiz mehv olur ama Qarabag ermenisi onu soyurki sende pasinyanda haminiz turke satilmisiz,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Salam dostlar bu gün okean yeməye gelmişiiy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ama di gel ki buna reğmen hucuma uğrayır Demek ki hamını dunyaya seslendiremeyeceksenmiş,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ali tehsilli muellimlere miq ile zulum edib bezi savadsizlari pul ile işe goturen kim olub goresen?)),0.0,1.0,0.0,0.0,0.0,0.0,1.0
Şerefsiz heryerde şerefsizdi ne etmek olar,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Muflis olmayibmisdostluga davam,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Öl elə,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Ele bir dene de haa),0.0,0.0,0.0,0.0,0.0,0.0,0.0
️DİN rəsmisi üzərində kart məlumatı yazılan papaq fotosu paylaşan şəxslərə xəbərdarlıq edib.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DINE INANA BIRI OLARAG QURAN KITABIBDA BU HALLAR OLACAQ ONDA DUNYANIN SONU OLACAQ DEYIRDI O VEZIYYETDEYIK ZELZELERIDE YADA SALIN,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Sürü düşüncesinden ayılın qoyun deyilsiz keçi arxasından gedesiz,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Sizde ehmedlidesiz yoxsa başqa terefdi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Əsas biz qoyağ qalan kim qoyursa halal xoşu,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Fenerin genetikasinda yoxdu bele ciddi oyunlarda qelebe qazanmaq.Bowyere demiiyibler fener ölüm kalım maçına çikar ve ölur,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Diyeta saxlayırsan nə oldu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qardas sen ne danisirsan?))) Ele hamisini edem avropada oturanlardi islamcilixi musalmancilixi gozden salmaq ucun her terroru edirler.Musalmanin neyine.lazmdi bomba qoyub seherin ortasnda ozunu partatssin Isid az hooqalar verib? Yaxinan maraglan)),1.0,1.0,0.0,0.0,0.0,0.0,1.0
Tecili tibb yardımda kayfdadı görür can verir gic gic suallar verirler,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Girirsiz kriptoya Etheriumu alırsız 1 manata 1 manatda komissiya tutur balansınızdan 2 çıxdıqdan sora səhmlərdə Portfeldə kriptonu satırsız fso 3 manata göre hamı dəyib bir birinə)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yazmayıb bu gün,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heee yaxsıdıye bir saqqal var atın herşeyi onun ustune,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Çox paxıllıq edirlər,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Day denen polisin basina das dusubki?))),0.0,1.0,0.0,0.0,0.0,0.0,1.0
gorursen burasız qala bilmir heçkim),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nece agildir o ?? Veteni ""cücə"" adlandiran aglinizdisa qalsin sizdə .bize gerey yoxdu. 2 cide Siz Kurdemirden o terefe kecib Veteni beyenmirsizse men ele yerimde qalsam yaxsidir",0.0,1.0,0.0,0.0,0.0,0.0,1.0
Qurani oxdm ve qurana en cox xeynt edenin muselmn oldugn gordum,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Yazzz,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Valideyn öz qızına sahib çıxmamaq nə deməkdi?kül sənin ata başıva.qeyrətin olsun ala, gətir qızına sahib çıx.dümbələk",0.0,1.0,1.0,0.0,0.0,0.0,1.0
Allah hamimiza kömək olsun çox çətin günlər yaşayırıq ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Başqa kim edəcək ki?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"İranın tam eks istiqametidi bize aidiyyatı yoxdu.Bu geder video,xeber paylaşılanlar boşa deyil ki",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aqzindan cixsin eteyine tokulsun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"S....xanım razı salar bilərsən,dua olsun qargis olsun fərq etmir)))",0.0,0.0,1.0,0.0,0.0,0.0,1.0
Naşükür olmayaq. Rahat soğan əppək yeyib rahat oturmuşuq,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hardan gele bilerki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fb daqilacaq gaga yanvarda,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FB necə çıxdıye ala axırıncı 3-cü yer deyil idi o gəldi 1-ci oldu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Allahın lənəti olsun zalım , şərəfsiz israile",0.0,1.0,1.0,0.0,0.0,0.0,1.0
Elgizə müraciət edin aktyor kimi tanıdaq bunu),0.0,1.0,0.0,0.0,0.0,0.0,1.0
Suallarım bezdirdi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hə heşzad qaqa deməsən yaxşıdı,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Byyyy bu ne sozdu?)) Araujo bes eder ele Barselona da dalida var)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
təbii ki müharibəsiz alınsın deyirik müharibəyə can atan ermənilərdi,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"Yeni izləyicilər gəlirsə və yazırlarsa ağızlarına ""bant"" vura bilmərik axı hərhalda, birgün gündəm zəlzələ olar, birgün müharibə, birgün ""ifşa"" birgün tam ayrı birşey və birgün də gündəm olmaz, normal haldır. 1-2 günə mövzu tam bağlanacaq",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amin inseAllah.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mene bilirsiz ne çatmır.. Camahati statusda paylaşıb yas saxlayır. Ne meseledi? İran proqramları deyilki Azərbaycana söz atanlar?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"O sizin işinizdir. Yəni insana görə dəyişir. Kimi insan bağışlayır, kimi insan bağışlamır. Sözüm odur ki cəmiyyətdə bu anlayış yığşırılmalıdır. Kişi istədiyi qələti edər qəbul olunub bağışlanılmalıdır. Ancaq qadın deyil. Belə bir şey ola bilməz. Hər iki tərəf insandır. İnsan hesab etməyən özü nə insandır nə də insanlığı qalıbdır. Bu kimi düşüncədə insanlarıda rədd etmək lazımdır",0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bidene Qarabağ soxa bilse,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Gotur qurbandi,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Gələcəkdə bəli,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zəhəm gedir bece qıyırsan döşəmə poloya,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tiktok baglanmalidi bir mənali olaraq qebul edək məncə uje zayi cixib pozgunluq bas alib gedir ,10 il əvvəl belə deyildi ölkə , baci qardas colde əl ələ gəzə bilmire ala biabrcilqdi buu",1.0,1.0,1.0,0.0,0.0,0.0,1.0
"İsraildə qırılan 5 uşaq şəkli at, 1000(15000dən) Fələstinli körpə soxum gözüvə",1.0,1.0,1.0,0.0,0.0,0.0,1.0
Beni öldürüyorsun‍kəs memati,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Gözüm axtarır,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Siyasət deyilən bir şey var, savadsız",0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bunun yerinə birini hazırlayıb çıxarana kimi hələ axtaracaqlar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allahin daşini yerden goturuo veren olmadi e qardas,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bunun vidyosu harda var 5 neferi öldüren,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Güney Azərbaycanlıdı,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Balabey massondu qaqa ,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Bunun səsi yayıldı çıxartdılar işdən, görə indi nəqədər belələri var hansıki məktəblərdə at oyanadırlar, bunların hamısının torbasını tikməy lazımdır, ağılları gəlsin başlarına",0.0,1.0,0.0,0.0,0.0,0.0,1.0
Necə olacaq indi? ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Elaqesi oduki 15 il qabaq hec kim senin kimi dusunmurdu. Indi bele soularla o qeder adilesdirdilerki, yubka geyinene pomada vurana, lak vurana kisi kimi baxilir",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yəhudilər lənətlidisə elə onnan qabaq ermənilər yunanlar lənətlənməlidi.Yəhudilər heç vaxt erməni və yunanların elədiyi qəddarlıqları etməyib,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Gecə gecə bu nə enerjidi maşallah))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Həə,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beli çox razıyam Nar istifadəçi yem,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Ölkədə əsəbi olmayan insanlar retki retki qalıb ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sen kimsen menimle bele danisirsan??? Basa dusmedim men?? Baxmadigim oyunun serhini bildirecek deyilem de yeqin?,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Aə bəs bu ölmədi,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Getdi melumat yigmaga siqaret ceke ceke,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Besdi görüm ️hemen duygusala bağladı,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ne bilim)ozunden sorus,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Həə alimdə alim ola məsciddə donuz saxlayana qardas deyir‍,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"L. IÇIN PROFILIMDE UCRETSIZ Bire bir ayni istediyin RESMLE yapay zeka kurgusu hangi PORNO türÜ istersen seçiyosun uyguluyo ayni insani. Ve Ya Fotonu ÇIPLAK YAP, KALITESIZ RESMI HD YAP. SONUNDA BUKDUK",0.0,0.0,0.0,0.0,1.0,0.0,1.0
ay qaqaş sən reallığı danışağ deyirsən sənin dediyin reallığına danışsağ biz gərəyi çoxdan məhv olmuşduğ,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bax sende FB lisin onu FB li ele))))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qazaxda var passiv? Sikim sikim paya kimi olub,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Hmm orda baxdim,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bunnan qabil bacarmadi,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Menen ziyan yoxdu sen medeni ol,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Ele odu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Her sey bir kenara heqiqeten qizlar edir onu???,0.0,0.0,0.0,0.0,0.0,0.0,0.0
İnşallah tədbir görülər.Amma onu mütləq qorxutmaq lazımdır.,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Karona + müharibə əsəblər pik həddə olduğu vaxtda pulsuzluq da üsünə gələndə belə olur. Evdə tərbiyə verən qalmayıb çölə çıxır tərbiyəsizlik 15 yaşlı qıza toy edib, 300 adam ora toplayan cəmiyyət içində 1qeyrətli çıxmayan məhv olmuş insanlıq... normaldı daha da beterlerinə doğru sürətlə irəliləyəcək",0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bəs 8 il əvvəl?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Günde 10 kros qaç,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eledi ksii oglu,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Yaxsi at ataram usaga isimize gucumuze baxda egoya bax,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Rus erməninin indiyə kimi arxasında Qarabağa görə durmuşdu nələr getmirdi dünya ölkələrinə rusa fərq etmir elə yeyən belə də yeyəcək kul olacaq elə erməninin başına arada qalıb ölür,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raket çatdı,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Irana,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sadece Rusiyanin oz maraglarina gore basladi sen ele her seyi bele uzden bilirsen?),0.0,1.0,0.0,0.0,0.0,0.0,1.0
Fb 2-4 GS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Çəkdikləri dünyanın sonu filmlərindəki onlar üçün reallaşsın,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Merdimazlıq edibler bir söznen ,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"Nəyisə təbliğ edirlər,gərəy soruşasan",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yetim Yaponiya bu dəqiqə susub başın əyib texnologiyasını inkişaf etdirir amma o yetimıərədə girəcəklər,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Röyanin basna das dussun cammati qirdirdi,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Kecendefe fener qalata zeif oldugunu gorsetdi,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Türkiyəni uçuruma aparacaq ərəblər ərəb sevdalısıdı,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Ailəsini öldürənin videosunu atın da zəhmət olmasa,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Bitdi day),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Problem globaldır,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiktokçu lazımsızlarla birlikdə oturub durmasın,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Xerc olsunda ele dediz ki lap,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bunun anasın mən sikirəmm heç kim yazmasınnn bunaa mənimdiii,0.0,1.0,1.0,0.0,1.0,0.0,1.0
4 uşagın başına bumerang kimi qayıtsa bes? qorxmurlar Allahın qezabından,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bu qzlar məhv elədi çoxların,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Yo sizsiz olmaz. Premium bəy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bilib bilmeden hec kimi muhakime etmey olmaz. Belke vacib olum qalim meselesi var insanlarin. Hardan bilirsuz? Birdeki her kes tekerlerini sirf qara gore almag mecburiyyetinde deyil. Hokumet caamaatin pulunu yeyir bogazlarindan kesir milletin zehmet cekib her bir werait yaratsun,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Sakitçilik olsun da,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toplar qalıb cölde,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Allah adamin aglin alinca,canini alsin",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Həə sonrada usaqlae tərbiyəsizləsib deyirler‍,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sən heç olmasa yazdığımı oxumusan?....,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Edilməsin xaiş edirəm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sakit dur sen,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Belədəki farsa da lənət erməniyə də elə ərəbə də ama bizə düşmənçilik edənlərlə lənət oturub evində ailəsini saxlayanla mənim nə işim?,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Bakıda Bayern Üstünlük Qura bilmiyib bizə,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vallah Rus Xaxola Hecne Ede Bilmeyecek, Bunu Men Deyirem, Xaxollar Az Olsalarda Rusdan, Rusdan Cox Urekli Xalqdi. Ukraniya Oz Torpaqlarin Geriy Alib Sulh Edecek . Baxarsiz ... Bir Baxin Maddi Ve Menevi Encox Itki Kimdedir ... Xaxolda 34.800 Du, Rusda 1 Milyonu Vurub Uje",1.0,0.0,0.0,0.0,0.0,0.0,1.0
Beyinleri ace İle yuyulanlar olar yeqin,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Yatmaqina fikir ver gaga sonra xəstəliklər yaranir,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bes mende onu deyirem. Burda yahudilere söyus söyen var. Onda nece? Bu antisemitizmdi,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Şəkil soyunduram kim istəsə yazsın,0.0,0.0,0.0,0.0,1.0,0.0,1.0
gicdi başqa ad vermek olmur,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Ona görədə bəlalar başımızdan əksik olmur,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Verin öldürməsəm şərəfsiz olaram,0.0,1.0,0.0,1.0,0.0,1.0,1.0
serefsizder ilk himnimizle indide qollarla isevcin qisasin alirlar,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Sud mənim yanimda qaradi,0.0,1.0,0.0,0.0,0.0,0.0,1.0
